2065	6	2055	1140-##-##	1200-##-##
10814	22	9866	2002-##-##	2006-##-##
8438	20	6780	1920-##-##	1920-##-##
12042	22	9549	2011-##-##	2017-##-##
1850	17	6611	2013-##-##	2013-##-##
8526	20	7822	2012-##-##	2012-##-##
6255	20	7444	1989-##-##	1989-##-##
7740	17	7448	1950-##-##	1950-##-##
11571	22	9546	1960-##-##	1978-##-##
12124	22	10161	2007-##-##	2007-##-##
2778	17	8039	1938-##-##	1938-##-##
1183	1	953	1790-##-##	1871-##-##
21	0	87	2015-##-##	####-##-##
11397	22	10720	1994-##-##	2002-##-##
3086	11	3087	1947-##-##	####-##-##
11046	22	9554	2007-##-##	2008-##-##
7502	17	7039	2005-##-##	2005-##-##
11796	22	10166	2009-##-##	2012-##-##
12357	22	10403	2011-##-##	2011-##-##
11881	22	11143	2005-##-##	2012-##-##
2608	10	2924	1973-##-##	1984-##-##
10684	22	10435	2010-##-##	2013-##-##
2900	17	7489	1987-##-##	1987-##-##
12057	22	10524	1986-##-##	1996-##-##
1212	1	122	1790-##-##	1871-##-##
381	1	259	1815-##-##	1866-##-##
4694	14	3431	2002-##-##	2007-##-##
1890	17	4313	2014-##-##	2014-##-##
8936	17	5915	2007-##-##	2007-##-##
5919	17	5924	2014-##-##	2014-##-##
9154	19	9155	1757-##-##	1782-##-##
10533	22	9630	2012-##-##	2015-##-##
5850	17	5851	2013-##-##	2013-##-##
8906	17	6530	1989-##-##	1989-##-##
11557	22	5656	1942-##-##	1944-##-##
3327	13	3252	1960-##-##	####-##-##
11237	22	5468	2012-##-##	2013-##-##
11607	22	9592	2001-##-##	2002-##-##
11381	22	9781	2013-##-##	####-##-##
11415	22	9788	2001-##-##	2001-##-##
2927	10	2930	1934-##-##	1945-##-##
7378	17	7379	2008-##-##	2008-##-##
7003	17	6752	2007-##-##	2007-##-##
5882	17	5883	1992-##-##	1992-##-##
12018	22	10256	2012-##-##	2013-##-##
3589	14	3454	2017-##-##	####-##-##
11342	22	10940	2010-##-##	2011-##-##
8716	17	7729	1957-##-##	1957-##-##
5370	16	5390	2002-##-##	2002-##-##
8417	20	5402	2016-##-##	2016-##-##
6390	20	9192	2014-##-##	2014-##-##
2449	17	6488	1980-##-##	1980-##-##
3979	14	3973	2007-##-##	2011-##-##
12270	22	10562	2009-##-##	2010-##-##
12477	22	10085	2016-##-##	####-##-##
11198	22	9816	1996-##-##	1997-##-##
4618	14	3456	2010-##-##	2015-##-##
9104	17	5815	2006-##-##	2006-##-##
1576	1	420	2015-##-##	####-##-##
12130	22	10490	2007-##-##	2007-##-##
7571	20	7775	2005-##-##	2005-##-##
11368	22	9756	1995-##-##	1999-##-##
7873	20	7605	1996-##-##	1996-##-##
5441	20	6280	2005-##-##	2005-##-##
3535	14	3454	2017-##-##	####-##-##
3168	11	3169	1968-##-##	1970-##-##
2715	9	2482	1948-##-##	####-##-##
1725	2	1672	2002-##-##	####-##-##
12416	22	11282	1984-##-##	1987-##-##
3101	11	3165	1996-##-##	1997-##-##
4438	14	4439	2004-##-##	2008-##-##
9074	20	5762	1929-##-##	1929-##-##
655	1	420	2015-##-##	####-##-##
12430	22	9695	1989-##-##	1991-##-##
10877	22	10107	1996-##-##	1996-##-##
9377	20	5762	1960-##-##	1960-##-##
7652	17	6172	1991-##-##	1991-##-##
992	1	123	1871-##-##	####-##-##
3759	14	3760	1869-##-##	1873-##-##
6980	17	5931	1958-##-##	1958-##-##
7056	20	7057	1978-##-##	1978-##-##
5531	17	6985	1993-##-##	1993-##-##
3033	23	2952	1966-##-##	1969-##-##
2978	20	6706	1903-##-##	1903-##-##
1477	1	155	####-##-##	2014-##-##
1543	1	210	1968-##-##	####-##-##
12155	22	10588	2012-##-##	2013-##-##
12011	22	10765	1978-##-##	1985-##-##
12307	22	10341	2004-##-##	2009-##-##
12222	22	10887	2000-##-##	2008-##-##
8637	20	8639	2011-##-##	2011-##-##
8602	17	6073	1960-##-##	1960-##-##
5085	15	4971	2016-##-##	####-##-##
10080	22	9643	2006-##-##	2007-##-##
501	15	4983	####-##-##	2014-##-##
4926	14	3509	1997-##-##	2001-##-##
1177	1	953	1790-##-##	1871-##-##
10983	22	10037	1996-##-##	2002-##-##
4248	14	4249	2002-##-##	2010-##-##
607	15	4990	1871-##-##	####-##-##
4940	14	4342	1920-##-##	1920-##-##
8126	20	6825	1980-##-##	1980-##-##
8953	17	6008	2016-##-##	2016-##-##
5678	16	3243	2012-##-##	2012-##-##
11858	22	10142	1997-##-##	1999-##-##
12067	22	10314	1988-##-##	1989-##-##
7312	20	9235	2009-##-##	2009-##-##
6858	17	6087	1995-##-##	1995-##-##
11864	22	10116	2005-##-##	2006-##-##
5573	20	6159	1991-##-##	1991-##-##
3168	17	6737	2014-##-##	2014-##-##
6243	17	6245	1815-##-##	1815-##-##
921	6	46	1919-##-##	1922-##-##
11093	22	9538	1996-##-##	2003-##-##
279	15	4973	####-##-##	2015-##-##
11229	22	9745	2009-##-##	2010-##-##
10389	22	9740	2007-##-##	2008-##-##
11111	22	10783	2003-##-##	2003-##-##
2696	14	3649	1834-##-##	1834-##-##
5431	16	5474	2009-##-##	2009-##-##
7218	17	6513	2014-##-##	2014-##-##
11356	22	10917	2000-##-##	2008-##-##
1461	1	1452	####-##-##	1996-##-##
11834	22	10349	2008-##-##	2008-##-##
12460	22	9655	2012-##-##	2012-##-##
3216	14	3887	2003-##-##	2006-##-##
6382	17	5838	2008-##-##	2008-##-##
616	1	618	2017-##-##	####-##-##
6940	17	6943	1989-##-##	1989-##-##
11319	22	10306	2002-##-##	2004-##-##
10638	22	9938	2006-##-##	2007-##-##
6303	17	6304	1985-##-##	1985-##-##
6522	17	6023	1991-##-##	1991-##-##
11966	22	10440	2002-##-##	2004-##-##
5241	15	4973	####-##-##	2015-##-##
11291	22	10230	2014-##-##	2014-##-##
611	1	187	2015-##-##	####-##-##
12266	22	9586	2007-##-##	2008-##-##
3115	14	3882	2014-##-##	2014-##-##
5722	16	5567	2009-##-##	2009-##-##
12320	22	10521	1999-##-##	2000-##-##
7222	20	5762	1937-##-##	1937-##-##
8704	20	8706	2002-##-##	2002-##-##
5455	16	5439	2005-##-##	2005-##-##
6149	17	6156	1999-##-##	1999-##-##
10357	22	10360	2007-##-##	2007-##-##
12159	22	10723	2006-##-##	2007-##-##
3029	17	7026	1959-##-##	1959-##-##
12168	22	9546	2008-##-##	2010-##-##
8668	17	6147	2009-##-##	2009-##-##
12503	23	2995	####-##-##	1993-##-##
8617	17	6240	1994-##-##	1994-##-##
5834	17	5835	1965-##-##	1965-##-##
8258	20	8262	1999-##-##	1999-##-##
94	1	278	2015-##-##	####-##-##
2836	9	2705	1815-##-##	####-##-##
12008	22	9681	2005-##-##	2006-##-##
8004	20	7097	2005-##-##	2005-##-##
484	1	148	1790-##-##	1968-##-##
588	1	591	1938-##-##	1941-##-##
11738	22	9888	2010-##-##	2010-##-##
11739	22	10833	2002-##-##	2006-##-##
4764	14	4420	1852-##-##	1852-##-##
12410	22	10723	2000-##-##	2000-##-##
3556	14	3557	1974-##-##	1974-##-##
8434	17	8435	1954-##-##	1954-##-##
9733	22	9735	2011-##-##	2011-##-##
8321	17	5836	1966-##-##	1966-##-##
8449	17	8450	1965-##-##	1965-##-##
836	1	837	####-##-##	1997-##-##
501	1	502	####-##-##	2014-##-##
7785	17	7068	1996-##-##	1996-##-##
44	6	332	1917-##-##	1917-##-##
6663	17	6678	2008-##-##	2008-##-##
2990	10	2926	1947-##-##	1981-##-##
446	1	403	1949-##-##	1949-##-##
6663	17	6679	2000-##-##	2000-##-##
2402	17	7132	1996-##-##	1996-##-##
11831	22	11832	1986-##-##	1986-##-##
12028	22	10143	2010-##-##	2010-##-##
10816	22	9576	1996-##-##	2001-##-##
5940	17	5941	1996-##-##	1996-##-##
11663	22	9856	2005-##-##	2005-##-##
1634	15	4982	####-##-##	2014-##-##
1877	20	7090	1974-##-##	1974-##-##
10867	22	10497	2010-##-##	2011-##-##
12128	22	11135	1999-##-##	2000-##-##
10705	22	10220	2001-##-##	2012-##-##
1644	1	205	2013-##-##	####-##-##
11490	22	9881	2013-##-##	2014-##-##
4963	17	4312	2015-##-##	2016-##-##
10124	22	9595	1975-##-##	1980-##-##
9416	20	6815	1958-##-##	1958-##-##
12273	22	11662	2003-##-##	2003-##-##
3024	19	9153	1957-##-##	1961-##-##
2660	9	2495	1966-##-##	####-##-##
11765	22	9728	2002-##-##	2004-##-##
12498	22	10770	2003-##-##	2003-##-##
11818	22	10565	2006-##-##	2008-##-##
12232	22	10563	1999-##-##	2000-##-##
11974	22	10041	1996-##-##	1998-##-##
2699	9	2480	1910-##-##	####-##-##
5370	16	5373	1984-##-##	1984-##-##
4785	14	3532	2007-##-##	2009-##-##
12132	22	10140	2012-##-##	####-##-##
12374	22	11553	2002-##-##	2002-##-##
11614	22	9807	2011-##-##	2011-##-##
6186	17	6061	2015-##-##	2015-##-##
5505	17	5678	1954-##-##	1954-##-##
5554	17	5722	1982-##-##	1982-##-##
9125	17	9126	2011-##-##	2011-##-##
12019	22	10445	1993-##-##	1999-##-##
7056	17	7057	1984-##-##	1984-##-##
11581	22	10362	1989-##-##	1989-##-##
8777	20	6471	2012-##-##	2012-##-##
1961	6	2029	1569-##-##	1795-##-##
8621	17	6491	1842-##-##	1842-##-##
12419	22	10284	1986-##-##	1988-##-##
2991	23	12533	1824-##-##	1826-##-##
10700	22	9942	2008-##-##	2011-##-##
4762	14	3455	2015-##-##	2017-##-##
5548	16	5598	2006-##-##	2006-##-##
6091	17	8458	2014-##-##	2014-##-##
12324	22	10321	2014-##-##	2014-##-##
6437	17	6438	2013-##-##	2013-##-##
10794	22	10552	2010-##-##	2011-##-##
10964	22	10150	1998-##-##	2000-##-##
6121	20	7981	1984-##-##	1984-##-##
2611	9	2612	1973-##-##	####-##-##
4197	14	3552	1998-##-##	2003-##-##
9049	17	9050	1997-##-##	1997-##-##
1422	1	193	98-##-##	####-##-##
1653	1	496	2016-##-##	####-##-##
7357	17	5936	1994-##-##	1994-##-##
7329	20	7330	1964-##-##	1964-##-##
11438	22	9608	2005-##-##	2007-##-##
3995	14	3454	2017-##-##	####-##-##
11195	22	10767	2006-##-##	2011-##-##
4280	14	3700	2007-##-##	2011-##-##
6091	17	8797	2000-##-##	2000-##-##
1045	1	126	1871-##-##	1920-##-##
10928	22	10720	2013-##-##	####-##-##
8964	22	10109	2002-##-##	2006-##-##
4616	14	3456	2010-##-##	2015-##-##
12282	22	11112	1992-##-##	1995-##-##
9144	18	707	2016-##-##	####-##-##
5962	20	5965	2007-##-##	2007-##-##
5504	17	6318	2008-##-##	2008-##-##
1145	1	1142	1871-##-##	1920-##-##
7003	17	5836	1999-##-##	1999-##-##
9733	22	9740	2002-##-##	2002-##-##
6728	17	6729	2010-##-##	2010-##-##
4751	14	4505	1878-##-##	1878-##-##
5700	16	5702	1982-##-##	1982-##-##
10172	22	10174	2011-##-##	2013-##-##
9089	17	6272	1953-##-##	1953-##-##
12303	22	10307	2005-##-##	2009-##-##
5962	17	5973	2011-##-##	2011-##-##
3115	14	3853	2014-##-##	2017-##-##
2473	12	2023	1971-##-##	####-##-##
7184	20	6706	1936-##-##	1936-##-##
11800	22	10092	1995-##-##	1996-##-##
11924	22	9617	1966-##-##	1967-##-##
10135	22	9996	1993-##-##	1996-##-##
9423	20	6706	1931-##-##	1931-##-##
1054	1	123	1871-##-##	####-##-##
3748	14	3690	1829-##-##	1830-##-##
12428	22	10061	1992-##-##	1994-##-##
3103	14	4208	1998-##-##	2005-##-##
11422	22	9603	1991-##-##	1995-##-##
11999	22	11313	2016-##-##	####-##-##
12017	22	10179	1999-##-##	2001-##-##
8124	20	6363	2004-##-##	2004-##-##
8941	17	6800	1988-##-##	1988-##-##
5690	22	5651	1964-##-##	1974-##-##
2404	14	3539	1992-##-##	1994-##-##
11169	22	11096	2004-##-##	2004-##-##
3003	17	6586	1980-##-##	1980-##-##
10533	22	10029	2008-##-##	2010-##-##
7312	20	5700	2010-##-##	2010-##-##
1570	1	123	1871-##-##	####-##-##
11349	22	9886	2003-##-##	2004-##-##
1338	1	129	1920-##-##	####-##-##
2183	7	2199	1859-##-##	1860-##-##
2708	17	6793	1976-##-##	1976-##-##
12049	22	9976	2011-##-##	2012-##-##
10703	22	9546	1981-##-##	1994-##-##
11445	22	10695	2002-##-##	2003-##-##
6119	17	6648	2000-##-##	2000-##-##
11626	22	10073	1998-##-##	1999-##-##
11215	22	10497	1973-##-##	1980-##-##
10130	22	10132	2011-##-##	2012-##-##
12440	22	10278	2003-##-##	2004-##-##
12132	22	10779	2002-##-##	2004-##-##
12288	22	9630	1978-##-##	1979-##-##
2584	9	2482	1935-##-##	1947-##-##
1321	1	129	1920-##-##	####-##-##
1858	14	3781	1995-##-##	1997-##-##
1648	1	123	1871-##-##	####-##-##
11509	22	10464	2000-##-##	2006-##-##
11812	22	9678	2000-##-##	2004-##-##
595	1	126	1871-##-##	1920-##-##
8689	17	8690	2011-##-##	2011-##-##
3170	17	5947	1940-##-##	1940-##-##
3995	14	3458	2001-##-##	2005-##-##
2349	17	8101	1985-##-##	1985-##-##
4054	14	3500	1910-##-##	1910-##-##
7853	17	5821	2012-##-##	2012-##-##
11902	22	9775	2009-##-##	2010-##-##
11786	22	10580	2006-##-##	2007-##-##
2788	9	2495	1966-##-##	####-##-##
465	1	126	1871-##-##	1920-##-##
4356	14	4357	1999-##-##	####-##-##
6246	17	6304	1985-##-##	1985-##-##
11381	22	10186	2013-##-##	2013-##-##
8551	17	7168	1986-##-##	1986-##-##
4464	14	3481	2004-##-##	2014-##-##
3709	14	3710	1770-##-##	1771-##-##
8704	20	8313	1994-##-##	1994-##-##
1788	3	1776	####-##-##	2007-##-##
10446	22	10447	2012-##-##	2012-##-##
4615	14	3737	1866-##-##	1868-##-##
12417	22	10087	2005-##-##	2007-##-##
3316	13	3247	1974-##-##	####-##-##
11083	22	10142	2011-##-##	2015-##-##
12499	22	10179	2001-##-##	2003-##-##
8658	20	7092	1964-##-##	1964-##-##
8540	17	5939	1994-##-##	1994-##-##
3362	13	3269	1965-##-##	####-##-##
6663	20	6679	2000-##-##	2000-##-##
2574	9	2509	1991-##-##	2003-##-##
1135	1	565	####-##-##	2015-##-##
4111	14	3496	1855-##-##	1858-##-##
783	1	122	1790-##-##	1871-##-##
579	1	656	####-##-##	1997-##-##
11617	22	11380	1981-##-##	1982-##-##
7790	23	12511	####-##-##	1942-##-##
12392	22	9678	2005-##-##	2005-##-##
5553	16	5563	2000-##-##	2000-##-##
12287	22	9725	2008-##-##	2010-##-##
8445	17	7461	1955-##-##	1955-##-##
6661	17	6662	1967-##-##	1967-##-##
11582	22	9971	2004-##-##	2004-##-##
11779	22	11141	2001-##-##	2001-##-##
5357	15	4971	2016-##-##	####-##-##
4792	14	3719	2003-##-##	2009-##-##
6779	20	6780	1949-##-##	1949-##-##
1714	2	1671	2007-##-##	####-##-##
11341	22	10879	2009-##-##	2010-##-##
4807	14	3458	2001-##-##	2005-##-##
3377	13	3245	1984-##-##	####-##-##
7488	17	6131	1987-##-##	1987-##-##
8270	20	6671	1985-##-##	1985-##-##
1729	9	2562	1998-##-##	1999-##-##
771	6	29	1922-##-##	1991-##-##
1807	3	1778	2007-##-##	####-##-##
7370	20	7371	2002-##-##	2002-##-##
8366	17	7530	1992-##-##	1992-##-##
10290	22	10054	2014-##-##	2015-##-##
3093	17	6011	1942-##-##	1942-##-##
2449	20	6150	1979-##-##	1979-##-##
11088	22	9992	1998-##-##	2000-##-##
12207	22	10930	2011-##-##	2011-##-##
9983	22	5654	2001-##-##	2001-##-##
10225	22	9543	1992-##-##	1995-##-##
4842	14	3457	2008-##-##	2010-##-##
11232	22	9768	1985-##-##	1988-##-##
1092	1	528	####-##-##	2005-##-##
12289	22	10990	2015-##-##	####-##-##
10487	22	9597	1984-##-##	1986-##-##
5760	20	9175	2005-##-##	2005-##-##
6784	20	6786	2014-##-##	2014-##-##
11485	22	11486	2002-##-##	2002-##-##
3170	17	5947	1933-##-##	1933-##-##
7089	20	6764	1960-##-##	1960-##-##
451	1	243	####-##-##	2014-##-##
2106	16	5764	1981-##-##	1981-##-##
12040	22	11135	2006-##-##	2007-##-##
10969	22	5656	1995-##-##	1995-##-##
4080	14	3431	2007-##-##	2012-##-##
1286	1	1210	1871-##-##	1920-##-##
7850	17	7467	1966-##-##	1966-##-##
10095	22	10051	2002-##-##	2003-##-##
1490	1	353	####-##-##	2015-##-##
12168	22	10370	2011-##-##	2012-##-##
5172	15	4971	2016-##-##	####-##-##
2449	20	7796	1984-##-##	1984-##-##
5370	16	5390	2004-##-##	2004-##-##
2690	9	2482	1998-##-##	####-##-##
5123	15	5002	2005-##-##	2005-##-##
5476	16	5477	1998-##-##	1998-##-##
6289	17	6290	1980-##-##	1980-##-##
10354	22	10355	2007-##-##	2008-##-##
2725	9	2482	2000-##-##	####-##-##
2402	20	7423	1992-##-##	1992-##-##
10629	22	9881	2013-##-##	2014-##-##
2165	6	170	2015-##-##	####-##-##
11374	22	10655	2012-##-##	2013-##-##
12414	22	10894	2008-##-##	####-##-##
12144	22	10140	2005-##-##	2008-##-##
3288	13	3245	2003-##-##	####-##-##
7352	20	9251	1998-##-##	1998-##-##
5805	20	7862	2006-##-##	2006-##-##
4904	14	3437	2005-##-##	2017-##-##
5977	17	5979	2001-##-##	2001-##-##
11831	22	11380	1991-##-##	1991-##-##
268	15	4969	1992-##-##	####-##-##
9733	22	9644	2013-##-##	2013-##-##
3142	14	3512	1866-##-##	1868-##-##
2762	17	6466	1979-##-##	1979-##-##
6834	17	5862	1960-##-##	1960-##-##
6246	17	5947	1957-##-##	1957-##-##
12144	22	10440	1995-##-##	1999-##-##
10672	22	10233	2003-##-##	2005-##-##
12486	22	11317	2014-##-##	2014-##-##
9522	21	9451	1970-##-##	1970-##-##
9241	20	7862	1980-##-##	1980-##-##
11057	22	10054	2008-##-##	2009-##-##
2765	9	2493	1988-##-##	####-##-##
8843	17	8534	2006-##-##	2006-##-##
12439	22	11427	2006-##-##	2006-##-##
2504	9	2505	1947-##-##	1948-##-##
10533	22	9668	2011-##-##	2012-##-##
10103	22	10105	2013-##-##	2014-##-##
2068	6	2107	1807-##-##	1815-##-##
6872	17	6322	1992-##-##	1992-##-##
12027	22	10870	2012-##-##	2013-##-##
288	1	63	####-##-##	2015-##-##
8035	20	8036	2010-##-##	2010-##-##
1874	17	5836	1963-##-##	1963-##-##
1628	1	1597	2015-##-##	####-##-##
12316	22	10116	1999-##-##	2002-##-##
11137	22	9858	2011-##-##	2015-##-##
3581	14	3555	1919-##-##	1922-##-##
3474	14	3476	1975-##-##	1987-##-##
4717	20	6012	1908-##-##	1908-##-##
3378	13	3247	1966-##-##	####-##-##
5504	17	5909	2011-##-##	2011-##-##
8777	20	6471	2009-##-##	2009-##-##
6968	20	6850	1974-##-##	1974-##-##
10477	22	9859	2006-##-##	2006-##-##
1615	1	1597	2015-##-##	####-##-##
8674	17	8675	2004-##-##	2004-##-##
11863	22	10189	2013-##-##	2014-##-##
3246	13	3252	1965-##-##	####-##-##
10544	22	10546	1998-##-##	1999-##-##
9441	21	9451	1993-##-##	1993-##-##
11354	22	5657	1993-##-##	2004-##-##
1733	2	1672	1980-##-##	####-##-##
9571	22	9576	2002-##-##	2003-##-##
1703	2	1671	1957-##-##	####-##-##
10441	22	9918	2003-##-##	2003-##-##
11748	22	10826	2008-##-##	2011-##-##
4791	14	3455	2015-##-##	2017-##-##
11621	22	10005	1985-##-##	1991-##-##
6053	20	8080	1995-##-##	1995-##-##
10026	22	10028	2004-##-##	2004-##-##
11305	22	10209	2008-##-##	2013-##-##
10368	22	10146	1990-##-##	1994-##-##
1121	1	237	1952-##-##	1994-##-##
1585	1	433	1968-##-##	####-##-##
982	1	148	1790-##-##	1968-##-##
11121	22	11122	2007-##-##	2008-##-##
10389	22	9724	2007-##-##	2007-##-##
11173	22	10044	1996-##-##	1996-##-##
10108	22	10112	1998-##-##	2000-##-##
4206	14	3707	2007-##-##	2007-##-##
3055	17	5947	1982-##-##	1982-##-##
11381	22	10311	2014-##-##	2014-##-##
6968	17	6969	1972-##-##	1972-##-##
615	1	531	2015-##-##	####-##-##
4387	14	3473	1997-##-##	2001-##-##
904	1	866	2015-##-##	####-##-##
4393	14	3495	1933-##-##	1948-##-##
7496	20	6780	1935-##-##	1935-##-##
11470	22	9776	2011-##-##	2015-##-##
6748	20	6037	2006-##-##	2006-##-##
825	1	129	1790-##-##	1871-##-##
2970	20	6127	2009-##-##	2009-##-##
12213	22	9996	2010-##-##	2013-##-##
11880	22	9866	1999-##-##	2000-##-##
12163	22	10299	2003-##-##	2004-##-##
1368	1	1142	1871-##-##	1920-##-##
11779	22	11142	2002-##-##	2002-##-##
11281	22	10631	1996-##-##	1996-##-##
10343	22	10344	1980-##-##	1980-##-##
11423	22	9752	2009-##-##	2010-##-##
1680	2	1671	1954-##-##	####-##-##
3567	14	3532	1997-##-##	1998-##-##
10837	22	10007	1998-##-##	1998-##-##
12367	22	9990	1990-##-##	1991-##-##
2154	6	2148	1987-##-##	1989-##-##
9012	17	6190	1924-##-##	1924-##-##
1710	2	1671	1991-##-##	####-##-##
6522	17	6528	2013-##-##	2013-##-##
1975	5	1958	1995-##-##	####-##-##
1900	10	3043	1922-##-##	1953-##-##
1891	4	1892	1996-##-##	1996-##-##
6663	20	6397	1999-##-##	1999-##-##
3079	10	3014	1975-##-##	1982-##-##
5611	16	5622	2003-##-##	2003-##-##
1896	17	7220	1994-##-##	1994-##-##
8258	17	5924	2011-##-##	2011-##-##
6726	17	6727	2014-##-##	2014-##-##
2883	9	2517	1885-##-##	####-##-##
6462	17	6066	1948-##-##	1948-##-##
11892	22	9766	1999-##-##	1999-##-##
10525	22	10524	2004-##-##	2015-##-##
10206	22	9830	2004-##-##	2005-##-##
8502	20	6233	1987-##-##	1987-##-##
12240	22	9767	2010-##-##	2010-##-##
12252	22	10759	2013-##-##	2015-##-##
12065	22	10974	2002-##-##	2003-##-##
4763	14	3592	2010-##-##	####-##-##
11965	22	10870	2003-##-##	2006-##-##
