2130	6	2109	1349-##-##	1385-##-##
3287	21	9473	1999-##-##	2001-##-##
8808	17	6112	2012-##-##	2012-##-##
9498	21	9499	1878-##-##	1878-##-##
6779	20	6780	1952-##-##	1952-##-##
3633	14	3473	1997-##-##	2001-##-##
2074	6	170	1945-##-##	####-##-##
3991	14	3456	2010-##-##	2015-##-##
6350	17	6353	1994-##-##	1994-##-##
10821	22	5653	2007-##-##	2010-##-##
85	6	116	1801-##-##	1922-##-##
1891	17	6217	2002-##-##	2002-##-##
7800	20	7471	2008-##-##	2008-##-##
5411	16	5511	2014-##-##	2014-##-##
11408	22	11236	2005-##-##	2006-##-##
1042	18	1467	1871-##-##	####-##-##
3881	14	3457	2005-##-##	2010-##-##
7823	20	7919	1990-##-##	1990-##-##
100	5	1943	2001-##-##	####-##-##
10964	22	10475	2008-##-##	2010-##-##
8439	20	6322	1985-##-##	1985-##-##
11798	22	11536	1993-##-##	1995-##-##
313	1	241	1968-##-##	####-##-##
12228	22	10040	1979-##-##	1984-##-##
3166	17	5947	1980-##-##	1980-##-##
12373	22	11202	2007-##-##	2009-##-##
4547	14	3666	1946-##-##	1949-##-##
11744	22	10173	2010-##-##	2010-##-##
10818	22	9945	2003-##-##	2003-##-##
11785	22	10184	2006-##-##	2011-##-##
7656	17	7654	2013-##-##	2013-##-##
11372	22	10041	2009-##-##	2010-##-##
10298	22	10300	2009-##-##	2010-##-##
2136	6	170	1990-##-##	####-##-##
5161	15	4971	2016-##-##	####-##-##
10188	22	10041	2009-##-##	2010-##-##
11605	22	9780	2011-##-##	2011-##-##
5698	22	10707	2015-##-##	####-##-##
10496	22	5654	1988-##-##	1991-##-##
3228	12	117	1712-##-##	####-##-##
4067	14	3431	2002-##-##	2004-##-##
5926	20	7796	2009-##-##	2009-##-##
3979	14	3781	2009-##-##	2012-##-##
11983	22	9545	1997-##-##	1999-##-##
11986	22	10719	2004-##-##	2005-##-##
5444	20	5440	2001-##-##	2001-##-##
12454	22	11861	2010-##-##	2012-##-##
11716	22	11012	2008-##-##	2010-##-##
11952	22	10804	1992-##-##	1995-##-##
7261	17	6115	1999-##-##	1999-##-##
10478	22	10263	2006-##-##	2008-##-##
12098	22	9692	2010-##-##	2011-##-##
6367	17	6368	1999-##-##	1999-##-##
6796	17	6801	2007-##-##	2007-##-##
675	15	5120	####-##-##	1964-##-##
1365	1	129	1920-##-##	####-##-##
3093	17	5947	1949-##-##	1949-##-##
2985	11	3128	1974-##-##	####-##-##
2841	9	2520	1990-##-##	####-##-##
1838	4	1839	1950-##-##	1950-##-##
12096	22	10823	2011-##-##	2013-##-##
6971	20	8984	2009-##-##	2009-##-##
2876	9	2552	2007-##-##	####-##-##
10702	22	9553	2005-##-##	2005-##-##
11343	22	9949	2009-##-##	2010-##-##
5497	22	9546	2010-##-##	2014-##-##
5493	16	3243	2009-##-##	2009-##-##
9306	20	6875	1934-##-##	1934-##-##
9571	22	9585	1990-##-##	1991-##-##
10607	22	9735	2006-##-##	2008-##-##
7336	17	7034	2001-##-##	2001-##-##
9113	20	9182	1998-##-##	1998-##-##
11347	22	5654	1985-##-##	1986-##-##
11847	22	9893	2013-##-##	####-##-##
4204	14	3457	2005-##-##	2010-##-##
3124	14	3450	2009-##-##	2013-##-##
11585	22	9668	2007-##-##	2012-##-##
3440	14	3441	1633-##-##	1645-##-##
5714	17	5875	2005-##-##	2005-##-##
7772	20	7912	2004-##-##	2004-##-##
9065	17	7926	2002-##-##	2002-##-##
11164	22	9734	2008-##-##	2009-##-##
3691	14	3693	1974-##-##	1975-##-##
10239	22	9595	1986-##-##	1991-##-##
11838	22	10107	2006-##-##	2011-##-##
12042	22	9564	2005-##-##	2006-##-##
2812	10	2924	1861-##-##	1900-##-##
11375	22	9732	2004-##-##	2005-##-##
10854	22	9756	2010-##-##	####-##-##
7964	20	8111	2005-##-##	2005-##-##
761	1	123	1871-##-##	####-##-##
3991	14	3455	2015-##-##	2017-##-##
2388	20	5762	1963-##-##	1963-##-##
7886	20	8095	1995-##-##	1995-##-##
7764	17	6943	1983-##-##	1983-##-##
3706	14	3707	1955-##-##	1983-##-##
10888	22	9606	2008-##-##	2017-##-##
12129	22	11034	2003-##-##	2007-##-##
11610	22	10025	2012-##-##	2014-##-##
1175	1	953	1790-##-##	1871-##-##
6663	20	6676	2007-##-##	2007-##-##
9852	22	9562	2003-##-##	2004-##-##
11240	22	11241	2012-##-##	2012-##-##
9480	21	9481	2010-##-##	2010-##-##
7703	17	6275	1962-##-##	1962-##-##
5911	17	5912	1969-##-##	1969-##-##
11278	22	10552	2012-##-##	2013-##-##
12067	22	10656	1998-##-##	2000-##-##
11558	22	9827	2005-##-##	2007-##-##
11800	22	10678	1988-##-##	1989-##-##
11602	22	11059	2006-##-##	####-##-##
6779	17	6780	1955-##-##	1955-##-##
7800	17	6198	1998-##-##	1998-##-##
9108	20	9112	2003-##-##	2003-##-##
8121	20	9334	2008-##-##	2008-##-##
4702	14	3948	1896-##-##	1897-##-##
11636	22	10252	2005-##-##	2007-##-##
7604	17	7038	2009-##-##	2009-##-##
4530	14	3726	2002-##-##	2002-##-##
11945	22	9630	2008-##-##	2011-##-##
691	1	123	1871-##-##	####-##-##
2349	20	7802	1995-##-##	1995-##-##
2754	20	6706	1913-##-##	1913-##-##
1259	1	129	1790-##-##	1871-##-##
8011	20	9320	2007-##-##	2007-##-##
9074	20	5762	1929-##-##	1929-##-##
5074	15	4971	2016-##-##	####-##-##
11912	22	9744	2012-##-##	2012-##-##
10891	22	9775	1997-##-##	1997-##-##
7902	20	9311	1987-##-##	1987-##-##
6053	20	8096	1990-##-##	1990-##-##
12473	22	10253	2007-##-##	2008-##-##
3576	14	3454	2017-##-##	####-##-##
2715	9	2540	1934-##-##	####-##-##
5553	16	5567	2009-##-##	2009-##-##
8342	17	8343	1962-##-##	1962-##-##
2457	17	6706	1947-##-##	1947-##-##
10114	22	9926	1996-##-##	1998-##-##
9151	22	10073	2003-##-##	2005-##-##
3206	14	4739	1856-##-##	1856-##-##
11862	22	10892	2014-##-##	2014-##-##
100	1	101	1938-##-##	####-##-##
5993	17	5994	1849-##-##	1849-##-##
3324	13	3252	1967-##-##	####-##-##
5700	16	5705	1997-##-##	1997-##-##
9197	20	6012	1923-##-##	1923-##-##
10872	22	10233	1999-##-##	2000-##-##
1956	5	1957	1971-##-##	####-##-##
10267	22	10146	2012-##-##	2013-##-##
5628	17	5626	1994-##-##	1994-##-##
11452	22	10143	1991-##-##	1997-##-##
6560	22	10858	2000-##-##	2012-##-##
4845	14	4772	2006-##-##	2007-##-##
92	1	1091	1945-##-##	1959-##-##
11892	22	9918	2000-##-##	2000-##-##
1870	10	2997	1864-##-##	1869-##-##
7886	20	7887	2003-##-##	2003-##-##
5628	20	8203	1994-##-##	1994-##-##
2358	17	6134	2012-##-##	2012-##-##
883	1	885	1936-##-##	1991-##-##
10705	22	10219	2011-##-##	2013-##-##
164	15	4973	####-##-##	2015-##-##
12052	22	10356	2013-##-##	2014-##-##
2724	9	2476	1946-##-##	####-##-##
12172	22	9776	1957-##-##	1959-##-##
11292	22	5591	2001-##-##	2001-##-##
6390	20	9192	2005-##-##	2005-##-##
12496	22	9799	2004-##-##	2007-##-##
1806	3	1776	####-##-##	1962-##-##
12019	22	10719	2006-##-##	2007-##-##
769	1	26	1991-##-##	####-##-##
5756	20	5773	2007-##-##	2007-##-##
10570	22	9643	1995-##-##	1996-##-##
1976	5	1972	1983-##-##	####-##-##
11394	22	9570	2006-##-##	2007-##-##
4922	14	3431	1997-##-##	2002-##-##
3084	11	3081	####-##-##	2017-##-##
11951	22	11003	2014-##-##	2016-##-##
3101	14	3437	2010-##-##	2012-##-##
7864	17	6262	1985-##-##	1985-##-##
10977	22	10978	2003-##-##	2008-##-##
2970	17	6127	2002-##-##	2002-##-##
4031	14	3495	1989-##-##	2001-##-##
11615	22	9990	2012-##-##	2014-##-##
6334	17	6337	1982-##-##	1982-##-##
6407	17	6408	1995-##-##	1995-##-##
11747	22	9794	2014-##-##	####-##-##
5760	17	7941	1992-##-##	1992-##-##
10318	22	10321	2014-##-##	2014-##-##
675	6	405	1871-##-##	1919-##-##
11310	22	9658	2004-##-##	2004-##-##
7906	17	7913	2000-##-##	2000-##-##
11451	22	10777	2006-##-##	2011-##-##
4538	14	4261	2012-##-##	####-##-##
11874	22	10967	2005-##-##	2008-##-##
6663	20	9193	2000-##-##	2000-##-##
11332	22	9687	2016-##-##	####-##-##
10566	22	10091	2005-##-##	2006-##-##
10354	22	9704	2005-##-##	2006-##-##
4568	14	3623	1996-##-##	2009-##-##
7339	17	7343	1975-##-##	1975-##-##
5370	16	5379	1989-##-##	1989-##-##
11912	22	10349	2003-##-##	2003-##-##
4360	14	3446	1680-##-##	1683-##-##
10402	22	10340	2010-##-##	2010-##-##
9018	17	6882	2001-##-##	2001-##-##
4569	14	4570	1990-##-##	1990-##-##
12025	22	9604	2008-##-##	2010-##-##
4828	14	3707	2007-##-##	2011-##-##
10473	22	9918	2007-##-##	2007-##-##
4765	14	4769	1906-##-##	1907-##-##
10679	22	10241	1989-##-##	1992-##-##
12369	22	9546	1992-##-##	1996-##-##
11969	22	9554	1999-##-##	2006-##-##
9082	17	8800	2004-##-##	2004-##-##
10703	22	10393	1998-##-##	1999-##-##
6849	20	6547	1972-##-##	1972-##-##
12397	22	10319	2014-##-##	2014-##-##
6661	20	5762	1953-##-##	1953-##-##
10579	22	10580	2013-##-##	2014-##-##
8817	17	6603	1974-##-##	1974-##-##
11734	22	9783	2005-##-##	2005-##-##
10851	22	9647	2008-##-##	2008-##-##
6400	17	6375	2013-##-##	2013-##-##
8323	20	8324	1957-##-##	1957-##-##
10851	22	10421	2003-##-##	2004-##-##
11745	22	10107	1996-##-##	2000-##-##
2684	9	2476	1985-##-##	####-##-##
11696	22	9577	1989-##-##	1996-##-##
8725	20	8727	2007-##-##	2007-##-##
961	1	148	1790-##-##	1968-##-##
10874	22	9750	2006-##-##	2006-##-##
11054	22	9641	2005-##-##	2006-##-##
6661	20	5762	1946-##-##	1946-##-##
3508	14	3436	1940-##-##	1945-##-##
1135	1	565	####-##-##	2015-##-##
12277	22	10834	1996-##-##	1998-##-##
11865	22	9590	2000-##-##	2000-##-##
11347	22	5654	1987-##-##	1997-##-##
8637	20	5921	1981-##-##	1981-##-##
4839	14	3555	2016-##-##	2017-##-##
12165	22	9944	2012-##-##	2012-##-##
100	6	30	####-##-##	1917-##-##
2664	9	2494	1981-##-##	####-##-##
11305	22	10044	2000-##-##	2001-##-##
1326	1	129	1790-##-##	1871-##-##
4393	14	3495	1933-##-##	1948-##-##
2286	14	3865	1971-##-##	1971-##-##
9239	20	5762	1901-##-##	1901-##-##
1216	1	953	1920-##-##	####-##-##
1385	1	1210	1871-##-##	1920-##-##
11320	22	10118	2005-##-##	2007-##-##
11086	22	5648	2004-##-##	2004-##-##
933	1	865	####-##-##	2014-##-##
3375	13	3269	1988-##-##	####-##-##
11144	22	10201	2004-##-##	2005-##-##
5755	16	5757	1988-##-##	1988-##-##
4940	14	4363	1916-##-##	1917-##-##
10694	22	9759	1989-##-##	1990-##-##
3856	14	3431	2002-##-##	2007-##-##
2534	11	3112	1994-##-##	2009-##-##
12378	22	9573	2006-##-##	2006-##-##
8725	17	8727	2007-##-##	2007-##-##
1549	1	223	2015-##-##	####-##-##
4485	14	4158	1708-##-##	1727-##-##
7800	20	6180	1974-##-##	1974-##-##
4153	14	3912	2016-##-##	####-##-##
10444	22	9587	1998-##-##	2010-##-##
6340	20	9109	1993-##-##	1993-##-##
10478	22	10226	2010-##-##	2010-##-##
3627	14	3456	2010-##-##	2015-##-##
6796	17	6805	2012-##-##	2012-##-##
11835	22	10940	2014-##-##	2015-##-##
8968	17	6326	1961-##-##	1961-##-##
7493	17	6942	1989-##-##	1989-##-##
9041	17	6570	2012-##-##	2012-##-##
9188	20	6706	1913-##-##	1913-##-##
7777	17	6022	1974-##-##	1974-##-##
8329	17	6470	1986-##-##	1986-##-##
8597	20	6668	2001-##-##	2001-##-##
12322	22	10284	2000-##-##	2010-##-##
5753	16	4147	1999-##-##	1999-##-##
2350	23	12506	1949-##-##	1953-##-##
11770	22	9857	1989-##-##	1989-##-##
1975	6	2088	1919-##-##	1920-##-##
11749	22	9949	2013-##-##	2014-##-##
6663	20	6669	2000-##-##	2000-##-##
4018	14	4007	2005-##-##	2009-##-##
11713	22	10153	2004-##-##	2004-##-##
4333	20	5762	1937-##-##	1937-##-##
5678	16	5683	1947-##-##	1947-##-##
2656	14	3450	2005-##-##	2009-##-##
2349	20	8102	2001-##-##	2001-##-##
4295	14	3444	1977-##-##	1981-##-##
3560	14	3505	1974-##-##	1974-##-##
8081	20	8084	2012-##-##	2012-##-##
10953	22	9887	2005-##-##	2006-##-##
1732	22	2869	2000-##-##	2004-##-##
2857	17	7489	1992-##-##	1992-##-##
5260	15	4971	2017-##-##	####-##-##
10788	22	10539	2004-##-##	2015-##-##
8673	20	6038	1982-##-##	1982-##-##
12426	22	10692	1987-##-##	1992-##-##
12325	22	9580	2002-##-##	2006-##-##
7552	20	7551	2009-##-##	2009-##-##
2768	17	7467	1994-##-##	1994-##-##
345	1	122	1790-##-##	1871-##-##
8081	20	9259	2013-##-##	2013-##-##
11619	22	10079	2001-##-##	2011-##-##
7169	20	6706	1910-##-##	1910-##-##
1241	1	129	1920-##-##	####-##-##
5119	15	4985	1972-##-##	####-##-##
5633	20	5708	2012-##-##	2012-##-##
5435	16	5436	1989-##-##	1989-##-##
290	1	291	1993-##-##	####-##-##
8790	20	6780	1954-##-##	1954-##-##
12035	22	10462	2002-##-##	2003-##-##
11448	22	10220	2002-##-##	2010-##-##
4952	14	4546	1975-##-##	1993-##-##
4608	20	6012	1932-##-##	1932-##-##
11885	22	10429	2010-##-##	2011-##-##
11964	22	11512	2003-##-##	2008-##-##
11057	22	10054	2008-##-##	2009-##-##
9357	20	6012	1914-##-##	1914-##-##
8494	17	6374	1968-##-##	1968-##-##
12381	22	9878	2009-##-##	2010-##-##
5054	15	4971	2016-##-##	####-##-##
8441	20	7092	1966-##-##	1966-##-##
11356	22	2999	1999-##-##	1999-##-##
7596	17	7350	1986-##-##	1986-##-##
8903	17	7301	2007-##-##	2007-##-##
10423	22	10159	2000-##-##	2000-##-##
4961	14	4962	1885-##-##	1893-##-##
5264	15	4971	2016-##-##	####-##-##
12078	22	9570	1985-##-##	1987-##-##
11146	22	10652	2008-##-##	2009-##-##
8715	20	7301	1990-##-##	1990-##-##
8990	20	7832	1941-##-##	1941-##-##
3248	13	3247	2006-##-##	####-##-##
7460	17	7461	1974-##-##	1974-##-##
3818	14	3819	1988-##-##	1991-##-##
11031	22	9546	2009-##-##	2011-##-##
12064	22	10910	2009-##-##	2009-##-##
3888	14	3495	1805-##-##	1816-##-##
9003	17	6553	2006-##-##	2006-##-##
7800	20	8328	1977-##-##	1977-##-##
673	15	4973	####-##-##	1860-##-##
1345	1	953	1920-##-##	####-##-##
12359	22	9612	1981-##-##	1985-##-##
10259	22	10262	2011-##-##	2011-##-##
4404	14	3785	1945-##-##	1958-##-##
4763	14	3473	1997-##-##	2001-##-##
9009	17	7995	1964-##-##	1964-##-##
10213	22	10205	2004-##-##	2014-##-##
11022	22	9937	1988-##-##	1990-##-##
1910	14	3971	1921-##-##	1922-##-##
5678	16	5680	1931-##-##	1931-##-##
3740	14	3496	1959-##-##	1961-##-##
6459	20	7941	2005-##-##	2005-##-##
588	6	30	1793-##-##	1917-##-##
8790	20	6706	1948-##-##	1948-##-##
11074	22	9698	1996-##-##	1999-##-##
2768	17	5988	2017-##-##	2017-##-##
10766	22	5653	1998-##-##	1999-##-##
6522	17	6528	2013-##-##	2013-##-##
8674	20	8676	2006-##-##	2006-##-##
6705	17	6695	2001-##-##	2001-##-##
7828	20	7501	1953-##-##	1953-##-##
11949	22	9822	2005-##-##	2005-##-##
8365	17	6364	2012-##-##	2012-##-##
7759	17	7613	1986-##-##	1986-##-##
10794	22	9622	2001-##-##	2005-##-##
11173	22	9871	1998-##-##	2001-##-##
10075	22	10077	2010-##-##	2011-##-##
11210	22	10457	2008-##-##	2011-##-##
922	1	865	####-##-##	2014-##-##
7000	17	5947	1945-##-##	1945-##-##
8024	20	7513	1983-##-##	1983-##-##
9782	22	9784	1960-##-##	1960-##-##
8105	17	7051	1994-##-##	1994-##-##
2805	17	4313	2000-##-##	2000-##-##
9864	22	5469	1993-##-##	1994-##-##
2021	6	402	1919-##-##	1933-##-##
768	1	226	1930-##-##	1934-##-##
5962	20	5970	1990-##-##	1990-##-##
9877	22	9878	2015-##-##	2015-##-##
3093	17	5947	1954-##-##	1954-##-##
11306	22	10669	2005-##-##	2006-##-##
1126	1	148	1790-##-##	1968-##-##
2583	9	2476	1903-##-##	####-##-##
10374	22	10378	2014-##-##	2015-##-##
12053	22	10521	2001-##-##	2010-##-##
11869	22	10281	2009-##-##	2009-##-##
5494	22	9543	1964-##-##	1977-##-##
11201	22	2157	1941-##-##	1942-##-##
86	15	4988	927-##-##	1649-##-##
7310	17	6786	2007-##-##	2007-##-##
10985	22	10562	2008-##-##	2008-##-##
739	1	507	####-##-##	2014-##-##
4761	14	3437	1989-##-##	####-##-##
2838	9	2839	2001-##-##	####-##-##
12234	22	10385	1970-##-##	1973-##-##
11760	22	9752	1996-##-##	1996-##-##
6580	20	6581	2002-##-##	2002-##-##
9081	17	6175	1945-##-##	1945-##-##
12047	22	9888	2011-##-##	2012-##-##
2402	20	7007	2013-##-##	2013-##-##
1367	1	953	1920-##-##	####-##-##
9054	17	8104	1962-##-##	1962-##-##
11114	22	9557	1969-##-##	1972-##-##
2827	9	2505	1942-##-##	####-##-##
8763	20	8728	2011-##-##	2011-##-##
1840	4	1835	1978-##-##	1978-##-##
3511	14	3516	1983-##-##	1984-##-##
11490	22	10030	2001-##-##	2006-##-##
3801	14	3805	2015-##-##	2015-##-##
4647	14	3873	2002-##-##	2007-##-##
10214	22	9825	2012-##-##	2013-##-##
9151	22	10157	2008-##-##	2008-##-##
10672	22	9923	2005-##-##	2011-##-##
566	1	243	####-##-##	2014-##-##
7027	17	7028	2006-##-##	2006-##-##
6464	17	6465	1983-##-##	1983-##-##
10039	22	9900	2001-##-##	2005-##-##
8004	20	7097	2005-##-##	2005-##-##
12305	22	9538	1980-##-##	1988-##-##
11071	22	9762	2002-##-##	2003-##-##
11661	22	10463	2008-##-##	2010-##-##
2911	10	2720	1858-##-##	####-##-##
5962	20	5970	1996-##-##	1996-##-##
11818	22	9623	2008-##-##	2009-##-##
11695	22	10159	1977-##-##	1979-##-##
5309	15	5047	2015-##-##	####-##-##
1806	3	1801	1962-##-##	####-##-##
10501	22	10424	2012-##-##	2012-##-##
6367	17	6369	2001-##-##	2001-##-##
3716	14	3496	1963-##-##	1974-##-##
5545	17	5411	2000-##-##	2000-##-##
8513	17	8561	2006-##-##	2006-##-##
8329	17	6470	2005-##-##	2005-##-##
7407	17	5811	2013-##-##	2013-##-##
12483	22	10633	2004-##-##	2005-##-##
1406	15	4986	####-##-##	2016-##-##
11902	22	11903	2005-##-##	2007-##-##
4410	14	3796	2011-##-##	####-##-##
9144	18	704	####-##-##	2016-##-##
12332	22	9752	2009-##-##	2009-##-##
5250	15	4971	2016-##-##	####-##-##
12384	22	10393	2010-##-##	2010-##-##
10953	22	9887	2002-##-##	2003-##-##
5105	15	4973	####-##-##	2015-##-##
396	1	323	####-##-##	1880-##-##
10574	22	10047	2007-##-##	2009-##-##
3560	14	3437	1959-##-##	1987-##-##
11934	22	9875	2005-##-##	2005-##-##
11927	22	9572	2002-##-##	2007-##-##
1910	14	3956	1908-##-##	1938-##-##
11320	22	10118	2009-##-##	2012-##-##
11369	22	9716	2004-##-##	2004-##-##
7589	17	6213	1984-##-##	1984-##-##
12273	22	10833	2004-##-##	2012-##-##
11463	22	10042	1994-##-##	1994-##-##
4025	14	4026	1976-##-##	1977-##-##
1362	1	953	1920-##-##	####-##-##
2123	7	2207	2016-##-##	####-##-##
12273	22	11273	2012-##-##	2013-##-##
10900	22	9594	1998-##-##	2000-##-##
9398	20	7278	2007-##-##	2007-##-##
5362	15	4971	2016-##-##	####-##-##
8258	20	8259	1995-##-##	1995-##-##
12008	22	9681	2006-##-##	2006-##-##
2098	15	5000	2004-##-##	2004-##-##
8924	17	5916	1990-##-##	1990-##-##
1138	1	125	1920-##-##	####-##-##
2035	6	2036	1919-##-##	1919-##-##
5323	15	4973	####-##-##	2011-##-##
4191	14	3431	2013-##-##	2013-##-##
12357	22	10104	2009-##-##	2010-##-##
8763	20	7837	2003-##-##	2003-##-##
4553	14	4554	1519-##-##	####-##-##
12278	22	10392	1993-##-##	1995-##-##
3735	14	3736	1864-##-##	1865-##-##
2395	14	3810	2007-##-##	2015-##-##
1429	6	2109	####-##-##	1385-##-##
11298	22	9685	2009-##-##	2014-##-##
3382	21	9435	1990-##-##	1990-##-##
4797	14	3473	1999-##-##	2001-##-##
11959	22	9581	2011-##-##	2012-##-##
1524	1	411	####-##-##	2016-##-##
12001	22	9985	1962-##-##	1963-##-##
3812	14	3431	1988-##-##	1993-##-##
12459	22	9713	2005-##-##	2005-##-##
4482	17	8215	1823-##-##	1823-##-##
11365	22	11180	1952-##-##	1954-##-##
8978	17	5816	1908-##-##	1908-##-##
3613	14	3473	1997-##-##	2001-##-##
10382	22	10383	2001-##-##	2004-##-##
2138	7	2236	2016-##-##	2020-##-##
11230	22	10545	1999-##-##	1999-##-##
2402	20	7472	1996-##-##	1996-##-##
2269	8	2270	1996-##-##	2001-##-##
3335	15	3336	1986-##-##	####-##-##
10454	22	10233	1992-##-##	1994-##-##
6658	20	6326	1985-##-##	1985-##-##
1852	14	4244	2009-##-##	2012-##-##
10090	22	10091	2002-##-##	2005-##-##
2767	9	2493	1993-##-##	####-##-##
12131	22	9988	1997-##-##	1999-##-##
5403	17	5402	1947-##-##	1947-##-##
5962	17	5964	1995-##-##	1995-##-##
12042	22	12043	2008-##-##	2009-##-##
11934	22	9876	2016-##-##	####-##-##
12049	22	11220	2012-##-##	2013-##-##
9072	17	6888	2014-##-##	2014-##-##
10685	22	10018	2000-##-##	2001-##-##
12042	22	9549	2011-##-##	2017-##-##
11350	22	9757	2013-##-##	2013-##-##
11843	22	2772	2005-##-##	2006-##-##
4494	14	3724	2011-##-##	2013-##-##
12290	22	11525	1996-##-##	1997-##-##
3130	14	3437	1906-##-##	1918-##-##
9733	22	9738	2000-##-##	2002-##-##
2428	20	8772	2006-##-##	2006-##-##
6849	20	6850	1966-##-##	1966-##-##
5928	17	5929	2010-##-##	2010-##-##
10869	22	10826	2010-##-##	2011-##-##
12032	22	10383	1999-##-##	2000-##-##
9141	18	1076	####-##-##	2015-##-##
2100	9	2493	1992-##-##	####-##-##
8682	17	6213	1993-##-##	1993-##-##
9801	22	9656	2012-##-##	2015-##-##
10908	22	10681	2001-##-##	2002-##-##
8384	17	6780	2001-##-##	2001-##-##
4265	14	3431	2002-##-##	2002-##-##
2919	17	6593	1996-##-##	1996-##-##
9015	17	7862	1998-##-##	1998-##-##
8712	17	7244	2005-##-##	2005-##-##
7547	17	6665	1988-##-##	1988-##-##
12024	22	10774	2005-##-##	2006-##-##
7630	20	7092	1963-##-##	1963-##-##
8464	17	7258	1973-##-##	1973-##-##
3341	13	3267	1973-##-##	####-##-##
11954	22	9548	2008-##-##	2009-##-##
4054	14	3500	1910-##-##	1910-##-##
11221	22	11018	2013-##-##	2013-##-##
2123	15	4969	1945-##-##	####-##-##
11577	22	9811	2010-##-##	2012-##-##
9962	22	9743	2009-##-##	2010-##-##
